filename,bug_fixes,avg_len,unique
AbstractTypeMatcher.java,0,15.666666666666666,3
UFreeIdent.java,0,8.235294117647058,15
Replacement.java,2,10.4,5
ArraysAsListPrimitiveArray.java,3,14.0,8
DoubleCheckedLockingTest.java,1,14.625,8
SelfEqualityNegativeCases.java,0,11.666666666666666,5
NullnessPropagationTransferCases1.java,0,16.307692307692307,13
ErrorProneTokens.java,0,9.565217391304348,22
InsecureCipherModePositiveCases.java,0,16.166666666666668,15
UBreakTest.java,0,10.333333333333334,3
NonFinalCompileTimeConstantTest.java,2,15.428571428571429,7
NonCanonicalStaticImport.java,1,15.0,3
GuiceInjectOnFinalFieldPositiveCases.java,0,9.8,5
StaticAccessedFromInstancePositiveCase2.java,0,17.25,4
NarrowingCompoundAssignmentTest.java,2,16.214285714285715,14
BugCheckerRefactoringTestHelperTest.java,2,17.357142857142858,14
GuiceAssistedInjectScopingTest.java,4,16.8,5
ArrayToStringTest.java,4,14.2,5
UUnary.java,0,8.65,19
ValidationException.java,0,19.0,1
UUnionType.java,0,9.25,7
DepAnnPositiveCases.java,0,10.166666666666666,6
NumericEqualityPositiveCases.java,0,10.6,6
SelfAssignment.java,11,8.82857142857143,27
JUnit4TestNotRunTest.java,5,16.181818181818183,11
AnnotationDoesNotHaveArgumentTest.java,0,28.333333333333332,9
SelfAssignmentTest.java,4,15.333333333333334,6
BadShiftAmountTest.java,6,14.4,5
MayOptionallyUseTemplate.java,0,12.0,5
FlowSub.java,0,7.0,1
InjectJavaxInjectOnAbstractMethodTest.java,4,18.2,5
InvalidPatternSyntaxPositiveCases.java,0,14.333333333333334,3
UVariableDeclTest.java,0,12.666666666666666,3
JUnit4TestNotRunNegativeCase3.java,0,12.8,10
PreconditionsCheckNotNullPrimitive.java,15,12.105263157894736,19
ClassNameTest.java,2,14.083333333333334,12
WaitMatchers.java,1,13.2,5
ULiteralTest.java,0,8.0,12
UBlock.java,0,8.75,14
InvalidCommandLineOptionException.java,1,33.0,1
IsInstanceOfClassTest.java,0,22.25,12
MissingFailPositiveCases2.java,0,20.75,4
InjectMoreThanOneQualifierTest.java,5,16.8,5
JUnit4TestNotRunPositiveCase2.java,0,21.666666666666668,3
MissingCasesInEnumSwitch.java,1,10.7,19
MethodInvocation.java,0,14.428571428571429,7
SelfAssignmentPositiveCases1.java,0,7.666666666666667,8
OverridesPositiveCase5.java,0,10.375,6
GuiceAssistedParameters.java,4,12.4375,15
VarargTemplateExample.java,0,7.833333333333333,6
VarargTemplateExample.java,0,7.833333333333333,6
AsyncFunctionReturnsNullNegativeCases.java,0,10.625,3
DiagnosticKindTest.java,0,10.75,14
InvalidPatternSyntaxNegativeCases.java,0,18.0,2
UExpressionStatementTest.java,0,15.0,3
JUnit3TestNotRun.java,6,9.11111111111111,9
UArrayAccess.java,0,9.25,8
ChainingConstructorIgnoresParameter.java,5,12.875,30
BuiltInCheckerSuppliers.java,5,12.6,10
Supplier.java,1,5.5,2
ArrayEqualsNegativeCases.java,0,6.3,6
InjectedConstructorAnnotations.java,1,18.5,10
UReturn.java,0,8.0,7
BadComparableNegativeCases.java,0,15.457142857142857,16
ExtendedMultipleTopLevelClassesWithErrors.java,0,41.0,1
PrimitiveArrayPassedToVarargsMethodPositiveCases.java,0,22.666666666666668,6
ArrayTemplateExample.java,0,9.0,3
ArrayTemplateExample.java,0,9.0,3
SelfEqualityPositiveCases.java,0,9.0,8
ImplicitTypesInlinedTemplate.java,0,19.333333333333332,3
UTypeVar.java,0,8.037037037037036,21
ChainingConstructorIgnoresParameterTest.java,3,18.6,5
DescendantOfTransitiveTest.java,0,11.133333333333333,15
GuardedByExpression.java,5,8.254901960784315,37
GuardedByValidatorTest.java,7,18.785714285714285,14
JUnit4SetUpNotRunPositiveCases.java,0,11.6875,9
MissingFailNegativeCases2.java,0,17.2,5
IsSameType.java,0,8.75,4
NextStatement.java,0,6.454545454545454,11
BadShiftAmountNegativeCases.java,0,9.25,4
TryMultiCatchTemplateExample.java,0,11.333333333333334,3
TryMultiCatchTemplateExample.java,0,11.333333333333334,3
GuiceOverridesJavaxInjectableMethodTest.java,4,18.6,5
InstanceMethodMatcherImpl.java,1,13.7,7
UBlockTest.java,0,10.333333333333334,3
ArrayToStringCompoundAssignment.java,4,15.333333333333334,6
MultiBoundTemplate.java,0,9.666666666666666,3
OverridesTest.java,3,15.545454545454545,11
UArrayType.java,0,9.8,5
ImmutableChecker.java,2,9.71951219512195,58
ImplicitTypesInlinedTemplateExample.java,0,13.0,5
ImplicitTypesInlinedTemplateExample.java,0,13.0,5
UnusedAnonymousClass.java,1,13.571428571428571,7
OverridesPositiveCase4.java,0,10.0,7
DataFlow.java,0,8.622641509433961,34
Enclosing.java,3,9.8125,13
UTemplaterTest.java,0,9.333333333333334,9
AnalysesConfig.java,0,11.333333333333334,6
UAnnotatedType.java,0,11.0,8
SuppressPackageLocation.java,0,23.0,1
ArrayHashCode.java,4,13.75,11
HasArguments.java,1,12.5,2
InjectMoreThanOneQualifierNegativeCases.java,0,7.5,8
ElementsCountedInLoopNegativeCases.java,0,9.266666666666667,8
ULiteral.java,0,7.6,20
IncompatibleModifiersChecker.java,1,13.1875,16
CompileTimeConstantCheckerTest.java,2,37.333333333333336,21
NullnessPropagationTest.java,3,22.547619047619047,27
GuiceOverridesJavaxInjectableMethodPositiveCases.java,0,12.428571428571429,5
InstanceReturningScannerSupplierImpl.java,2,14.0,6
ChildMultiMatcher.java,0,8.432432432432432,28
LocalAnalysis.java,0,10.0,2
DocGenTool.java,1,9.347826086956522,22
LabelTemplateExample.java,0,7.888888888888889,4
LabelTemplateExample.java,0,7.888888888888889,4
NullableConstructor.java,1,13.5,6
EnclosingTest.java,0,18.875,28
